video,frame,Nose_x,Nose_y,Nose_s,LShoulder_x,LShoulder_y,LShoulder_s,RShoulder_x,RShoulder_y,RShoulder_s,LElbow_x,LElbow_y,LElbow_s,RElbow_x,RElbow_y,RElbow_s,LWrist_x,LWrist_y,LWrist_s,RWrist_x,RWrist_y,RWrist_s,LHip_x,LHip_y,LHip_s,RHip_x,RHip_y,RHip_s,LKnee_x,LKnee_y,LKnee_s,RKnee_x,RKnee_y,RKnee_s,LAnkle_x,LAnkle_y,LAnkle_s,RAnkle_x,RAnkle_y,RAnkle_s,label
fall-01,1,0.6454453468322754,0.25953125953674316,0.9356834888458252,0.6917577981948853,0.3135625123977661,0.8861535787582397,0.6280781030654907,0.3212812840938568,0.9423474669456482,0.714914083480835,0.3830312490463257,0.8967768549919128,0.6165000200271606,0.3907500207424164,0.915440022945404,0.720703125,0.45250001549720764,0.8472748398780823,0.6049219369888306,0.45250001549720764,0.9043134450912476,0.6801797151565552,0.46793752908706665,0.8063634037971497,0.6338672041893005,0.46793752908706665,0.8063249588012695,0.6917577981948853,0.5605625510215759,0.843393862247467,0.6338672041893005,0.5605625510215759,0.8751673102378845,0.6975468397140503,0.6454688310623169,0.6550762057304382,0.6454453468322754,0.6454688310623169,0.869589626789093,0
fall-01,2,0.6431015729904175,0.25953125953674316,0.925542950630188,0.6894140839576721,0.3135625123977661,0.8858885765075684,0.6257343888282776,0.3212812840938568,0.937608003616333,0.712570309638977,0.3830312490463257,0.8984132409095764,0.6141562461853027,0.3907500207424164,0.9328473210334778,0.712570309638977,0.45250001549720764,0.8510946035385132,0.6025781631469727,0.45250001549720764,0.9199947714805603,0.6778359413146973,0.46793752908706665,0.8030155897140503,0.6315234899520874,0.46793752908706665,0.7943205237388611,0.6894140839576721,0.5605625510215759,0.8611473441123962,0.6315234899520874,0.5605625510215759,0.849683940410614,0.6952031254768372,0.6454688310623169,0.6737446784973145,0.6431015729904175,0.6454688310623169,0.8612712621688843,0
fall-01,3,0.6479687690734863,0.2561458349227905,0.9446135759353638,0.6889843940734863,0.3108333349227905,0.8916191458702087,0.6245312690734863,0.3186458349227905,0.9431518912315369,0.7124218940734863,0.3811458349227905,0.8987151980400085,0.6128125190734863,0.3889583349227905,0.9075908660888672,0.7124218940734863,0.4514583349227905,0.8618941307067871,0.6010937690734863,0.4514583349227905,0.8857971429824829,0.6772656440734863,0.4670833349227905,0.7755737900733948,0.6303906440734863,0.4670833349227905,0.7798379063606262,0.6889843940734863,0.5608333349227905,0.8323045372962952,0.6362500190734863,0.5608333349227905,0.8637925982475281,0.6948437690734863,0.6467708349227905,0.7935197949409485,0.6421093940734863,0.6467708349227905,0.8532654643058777,0
fall-01,4,0.6474218964576721,0.26109373569488525,0.9524657726287842,0.6876171827316284,0.3146875202655792,0.863852322101593,0.6244531869888306,0.32234373688697815,0.9270873665809631,0.7105859518051147,0.38359373807907104,0.8751586079597473,0.6129688024520874,0.39125001430511475,0.9068048000335693,0.7163281440734863,0.44484373927116394,0.8703756928443909,0.6014844179153442,0.45249998569488525,0.9007048606872559,0.6761327981948853,0.46781250834465027,0.7764056324958801,0.6301953196525574,0.46781250834465027,0.7922065258026123,0.6876171827316284,0.5596875548362732,0.8439462780952454,0.635937511920929,0.5596875548362732,0.8760878443717957,0.6991015672683716,0.64390629529953,0.6475900411605835,0.6474218964576721,0.64390629529953,0.8189457058906555,0
fall-01,5,0.6463125348091125,0.25829166173934937,0.9472007155418396,0.6876562833786011,0.31341665983200073,0.8974032402038574,0.6226875185966492,0.32129165530204773,0.960016131401062,0.7112812399864197,0.3842916786670685,0.9144309163093567,0.6108750104904175,0.3921666741371155,0.8957776427268982,0.7112812399864197,0.44729170203208923,0.8700571060180664,0.5990625619888306,0.45516669750213623,0.8624045848846436,0.6758437752723694,0.4630416929721832,0.814703106880188,0.6285938024520874,0.4630416929721832,0.8033536076545715,0.6876562833786011,0.5575417280197144,0.8433971405029297,0.6345000267028809,0.565416693687439,0.8846585750579834,0.699468731880188,0.6520417332649231,0.7166187167167664,0.6463125348091125,0.6441667675971985,0.8523410558700562,0
fall-01,6,0.6464062929153442,0.25979167222976685,0.9468161463737488,0.6874219179153442,0.31447917222976685,0.8838505148887634,0.6229687929153442,0.32229167222976685,0.9186732769012451,0.7050000429153442,0.37697917222976685,0.888157844543457,0.6053906679153442,0.39260417222976685,0.8919457197189331,0.7108594179153442,0.44729167222976685,0.907366931438446,0.5995312929153442,0.45510417222976685,0.9065079689025879,0.6757031679153442,0.46291667222976685,0.796970546245575,0.6288281679153442,0.46291667222976685,0.8061568140983582,0.6874219179153442,0.5566666722297668,0.8594931364059448,0.6346875429153442,0.5644791722297668,0.8755121231079102,0.6991406679153442,0.6504166722297668,0.6944176554679871,0.6464062929153442,0.6504166722297668,0.8712636232376099,0
fall-01,7,0.6457656621932983,0.26100000739097595,0.9099676012992859,0.6862890720367432,0.3150312602519989,0.8795214295387268,0.6168203353881836,0.3227500021457672,0.9079714417457581,0.7036563158035278,0.38450002670288086,0.890666127204895,0.6052421927452087,0.39221876859664917,0.9037614464759827,0.7094453573226929,0.4539687931537628,0.8569411039352417,0.5936640501022339,0.4539687931537628,0.8393696546554565,0.6747109293937683,0.46168753504753113,0.8074202537536621,0.6283984780311584,0.46168753504753113,0.8023750185966492,0.6862890720367432,0.5620313286781311,0.8206368088722229,0.6341875195503235,0.5620313286781311,0.881596565246582,0.6920781135559082,0.6546563506126404,0.7938553690910339,0.6457656621932983,0.6469375491142273,0.8738662004470825,0
fall-01,8,0.6447969079017639,0.26008331775665283,0.9391905069351196,0.6859766244888306,0.3149895668029785,0.8982851505279541,0.6153828501701355,0.3228333592414856,0.9351727366447449,0.7036250233650208,0.3855833411216736,0.9067408442497253,0.6036171913146973,0.3934271037578583,0.8938490152359009,0.7095078229904175,0.44048961997032166,0.9159662127494812,0.5918515920639038,0.45617711544036865,0.8482409715652466,0.6742109060287476,0.46402081847190857,0.8188290596008301,0.627148449420929,0.46402081847190857,0.804284930229187,0.6859766244888306,0.5581458806991577,0.807820737361908,0.6330312490463257,0.56598961353302,0.890849232673645,0.6918593645095825,0.6522709131240845,0.711791455745697,0.6447969079017639,0.6444271206855774,0.8597474694252014,0
fall-01,9,0.6436562538146973,0.25954166054725647,0.9445685148239136,0.6833593845367432,0.312479168176651,0.8909973502159119,0.6152969002723694,0.320041686296463,0.936905562877655,0.7003750205039978,0.38054171204566956,0.8844996094703674,0.6039531230926514,0.38810423016548157,0.8727946281433105,0.711718738079071,0.44860419631004333,0.8751218914985657,0.5926094055175781,0.45616668462753296,0.8523862361907959,0.6776875257492065,0.46372920274734497,0.7872368097305298,0.6323124766349792,0.46372920274734497,0.8003990054130554,0.6833593845367432,0.562041699886322,0.8440818786621094,0.6323124766349792,0.562041699886322,0.8279240727424622,0.7003750205039978,0.6527917385101318,0.722279965877533,0.6436562538146973,0.6452292203903198,0.8512728214263916,0
fall-01,10,0.6429141163825989,0.2568645775318146,0.9319211840629578,0.6837656497955322,0.3113332986831665,0.851813554763794,0.6137343645095825,0.3191145658493042,0.9294552206993103,0.7012734413146973,0.38136452436447144,0.8908605575561523,0.6020625233650208,0.3969270884990692,0.879959225654602,0.7129453420639038,0.44361454248428345,0.9150586724281311,0.5903906226158142,0.45917704701423645,0.8787033557891846,0.6720937490463257,0.45917704701423645,0.7981549501419067,0.6312421560287476,0.46695834398269653,0.8185586929321289,0.6837656497955322,0.5681145787239075,0.8335319757461548,0.6429141163825989,0.5681145787239075,0.8123826384544373,0.6954375505447388,0.6537083387374878,0.7904025316238403,0.6487500071525574,0.6459271311759949,0.8490046858787537,0
