video,frame,Nose_x,Nose_y,Nose_s,LShoulder_x,LShoulder_y,LShoulder_s,RShoulder_x,RShoulder_y,RShoulder_s,LElbow_x,LElbow_y,LElbow_s,RElbow_x,RElbow_y,RElbow_s,LWrist_x,LWrist_y,LWrist_s,RWrist_x,RWrist_y,RWrist_s,LHip_x,LHip_y,LHip_s,RHip_x,RHip_y,RHip_s,LKnee_x,LKnee_y,LKnee_s,RKnee_x,RKnee_y,RKnee_s,LAnkle_x,LAnkle_y,LAnkle_s,RAnkle_x,RAnkle_y,RAnkle_s,label
fall-01,1,0.6454453468322754,0.25953125953674316,0.93568354845047,0.6917577981948853,0.3135625123977661,0.8861535787582397,0.6280781030654907,0.3212812840938568,0.9423474073410034,0.714914083480835,0.3830312490463257,0.8967770338058472,0.6165000200271606,0.3907500207424164,0.9154399633407593,0.720703125,0.45250001549720764,0.8472748398780823,0.6049219369888306,0.45250001549720764,0.9043132066726685,0.6801797151565552,0.46793752908706665,0.8063633441925049,0.6338672041893005,0.46793752908706665,0.8063251376152039,0.6917577981948853,0.5605625510215759,0.8433939814567566,0.6338672041893005,0.5605625510215759,0.8751673102378845,0.6975468397140503,0.6454688310623169,0.6550757884979248,0.6454453468322754,0.6454688310623169,0.8695895671844482,0
fall-01,2,0.6431015729904175,0.25953125953674316,0.9255428910255432,0.6894140839576721,0.3135625123977661,0.8858886957168579,0.6257343888282776,0.3212812840938568,0.9376080632209778,0.712570309638977,0.3830312490463257,0.8984131813049316,0.6141562461853027,0.3907500207424164,0.9328476190567017,0.712570309638977,0.45250001549720764,0.8510944247245789,0.6025781631469727,0.45250001549720764,0.9199949502944946,0.6778359413146973,0.46793752908706665,0.8030155301094055,0.6315234899520874,0.46793752908706665,0.794320821762085,0.6894140839576721,0.5605625510215759,0.8611472249031067,0.6315234899520874,0.5605625510215759,0.8496837615966797,0.6952031254768372,0.6454688310623169,0.6737446188926697,0.6431015729904175,0.6454688310623169,0.8612712025642395,0
fall-01,3,0.6479687690734863,0.2561458349227905,0.9446136355400085,0.6889843940734863,0.3108333349227905,0.891619086265564,0.6245312690734863,0.3186458349227905,0.943152129650116,0.7124218940734863,0.3811458349227905,0.8987152576446533,0.6128125190734863,0.3889583349227905,0.9075907468795776,0.7124218940734863,0.4514583349227905,0.8618942499160767,0.6010937690734863,0.4514583349227905,0.8857972621917725,0.6772656440734863,0.4670833349227905,0.7755734920501709,0.6303906440734863,0.4670833349227905,0.7798381447792053,0.6889843940734863,0.5608333349227905,0.8323046565055847,0.6362500190734863,0.5608333349227905,0.8637925386428833,0.6948437690734863,0.6467708349227905,0.7935196161270142,0.6421093940734863,0.6467708349227905,0.8532655239105225,0
fall-01,4,0.6474218964576721,0.26109373569488525,0.9524655938148499,0.6876171827316284,0.3146875202655792,0.8638524413108826,0.6244531869888306,0.32234373688697815,0.9270873069763184,0.7105859518051147,0.38359373807907104,0.8751587867736816,0.6129688024520874,0.39125001430511475,0.9068052172660828,0.7163281440734863,0.44484373927116394,0.8703755736351013,0.6014844179153442,0.45249998569488525,0.9007048606872559,0.6761327981948853,0.46781250834465027,0.7764056324958801,0.6301953196525574,0.46781250834465027,0.792206346988678,0.6876171827316284,0.5596875548362732,0.8439465761184692,0.635937511920929,0.5596875548362732,0.8760878443717957,0.6991015672683716,0.64390629529953,0.6475902199745178,0.6474218964576721,0.64390629529953,0.8189454674720764,0
fall-01,5,0.6463125348091125,0.25829166173934937,0.9472005367279053,0.6876562833786011,0.31341665983200073,0.8974031209945679,0.6226875185966492,0.32129165530204773,0.960016131401062,0.7112812399864197,0.3842916786670685,0.9144309759140015,0.6108750104904175,0.3921666741371155,0.8957774639129639,0.7112812399864197,0.44729170203208923,0.8700573444366455,0.5990625619888306,0.45516669750213623,0.8624045848846436,0.6758437752723694,0.4630416929721832,0.8147031664848328,0.6285938024520874,0.4630416929721832,0.8033537268638611,0.6876562833786011,0.5575417280197144,0.8433974981307983,0.6345000267028809,0.565416693687439,0.8846583962440491,0.699468731880188,0.6520417332649231,0.7166187763214111,0.6463125348091125,0.6441667675971985,0.8523408770561218,0
fall-01,6,0.6464062929153442,0.25979167222976685,0.9468161463737488,0.6874219179153442,0.31447917222976685,0.8838504552841187,0.6229687929153442,0.32229167222976685,0.9186732769012451,0.7050000429153442,0.37697917222976685,0.8881574869155884,0.6053906679153442,0.39260417222976685,0.8919457197189331,0.7108594179153442,0.44729167222976685,0.9073666930198669,0.5995312929153442,0.45510417222976685,0.9065077900886536,0.6757031679153442,0.46291667222976685,0.7969706654548645,0.6288281679153442,0.46291667222976685,0.8061567544937134,0.6874219179153442,0.5566666722297668,0.8594932556152344,0.6346875429153442,0.5644791722297668,0.8755122423171997,0.6991406679153442,0.6504166722297668,0.6944177746772766,0.6464062929153442,0.6504166722297668,0.871263861656189,0
fall-01,7,0.6457656621932983,0.26100000739097595,0.9099674820899963,0.6862890720367432,0.3150312602519989,0.8795212507247925,0.6168203353881836,0.3227500021457672,0.9079715609550476,0.7036563158035278,0.38450002670288086,0.8906663656234741,0.6052421927452087,0.39221876859664917,0.9037613272666931,0.7094453573226929,0.4539687931537628,0.8569408655166626,0.5936640501022339,0.4539687931537628,0.8393700122833252,0.6747109293937683,0.46168753504753113,0.8074200749397278,0.6283984780311584,0.46168753504753113,0.8023749589920044,0.6862890720367432,0.5620313286781311,0.8206369876861572,0.6341875195503235,0.5620313286781311,0.8815963864326477,0.6920781135559082,0.6546563506126404,0.7938553690910339,0.6457656621932983,0.6469375491142273,0.873866081237793,0
fall-01,8,0.6447969079017639,0.26008331775665283,0.9391905069351196,0.6859766244888306,0.3149895668029785,0.8982850909233093,0.6153828501701355,0.3228333592414856,0.9351723194122314,0.7036250233650208,0.3855833411216736,0.9067407250404358,0.6036171913146973,0.3934271037578583,0.8938489556312561,0.7095078229904175,0.44048961997032166,0.9159659147262573,0.5918515920639038,0.45617711544036865,0.8482407927513123,0.6742109060287476,0.46402081847190857,0.8188290596008301,0.627148449420929,0.46402081847190857,0.8042851686477661,0.6859766244888306,0.5581458806991577,0.807820737361908,0.6330312490463257,0.56598961353302,0.8908491134643555,0.6918593645095825,0.6522709131240845,0.7117915153503418,0.6447969079017639,0.6444271206855774,0.8597474694252014,0
fall-01,9,0.6436562538146973,0.25954166054725647,0.9445686340332031,0.6833593845367432,0.312479168176651,0.8909973502159119,0.6152969002723694,0.320041686296463,0.9369054436683655,0.7003750205039978,0.38054171204566956,0.8844997882843018,0.6039531230926514,0.38810423016548157,0.8727946877479553,0.711718738079071,0.44860419631004333,0.8751217126846313,0.5926094055175781,0.45616668462753296,0.8523861169815063,0.6776875257492065,0.46372920274734497,0.7872368693351746,0.6323124766349792,0.46372920274734497,0.8003989458084106,0.6833593845367432,0.562041699886322,0.8440818190574646,0.6323124766349792,0.562041699886322,0.8279241919517517,0.7003750205039978,0.6527917385101318,0.7222798466682434,0.6436562538146973,0.6452292203903198,0.8512729406356812,0
fall-01,10,0.6429141163825989,0.2568645775318146,0.9319213628768921,0.6837656497955322,0.3113332986831665,0.8518136143684387,0.6137343645095825,0.3191145658493042,0.9294552206993103,0.7012734413146973,0.38136452436447144,0.8908606171607971,0.6020625233650208,0.3969270884990692,0.8799593448638916,0.7129453420639038,0.44361454248428345,0.9150587320327759,0.5903906226158142,0.45917704701423645,0.8787032961845398,0.6720937490463257,0.45917704701423645,0.7981551289558411,0.6312421560287476,0.46695834398269653,0.8185587525367737,0.6837656497955322,0.5681145787239075,0.8335316777229309,0.6429141163825989,0.5681145787239075,0.812382698059082,0.6954375505447388,0.6537083387374878,0.7904025912284851,0.6487500071525574,0.6459271311759949,0.8490045070648193,0
fall-01,11,0.6379062533378601,0.26129165291786194,0.8966826796531677,0.6844062805175781,0.3155416250228882,0.8982292413711548,0.6146562695503235,0.3232916295528412,0.944508969783783,0.7018437385559082,0.3852916359901428,0.8857742547988892,0.5972187519073486,0.3930416405200958,0.8696611523628235,0.7076562643051147,0.44729164242744446,0.8607734441757202,0.5855938196182251,0.4627916216850281,0.8538395166397095,0.6727812886238098,0.4627916216850281,0.7819597721099854,0.6320937871932983,0.4627916216850281,0.81056147813797,0.6844062805175781,0.5557916164398193,0.8399529457092285,0.6379062533378601,0.5635416507720947,0.8941517472267151,0.6902187466621399,0.6487916111946106,0.8561882376670837,0.6437187790870667,0.6487916111946106,0.8824726343154907,0
fall-01,12,0.638921856880188,0.2592291533946991,0.9488192200660706,0.6844843626022339,0.3123854100704193,0.8854883313179016,0.6161406636238098,0.31997913122177124,0.9021790623664856,0.7015703320503235,0.3883228898048401,0.8671366572380066,0.5990546941757202,0.3959166407585144,0.8674430847167969,0.7072656750679016,0.4490728974342346,0.8830890655517578,0.5819687843322754,0.45666661858558655,0.8522362112998962,0.6787890791893005,0.46426036953926086,0.7913301587104797,0.6332265734672546,0.46426036953926086,0.8118785619735718,0.6844843626022339,0.5629791021347046,0.8437570929527283,0.638921856880188,0.5629791021347046,0.883594274520874,0.6844843626022339,0.6541041135787964,0.8154036402702332,0.6446171998977661,0.6465103626251221,0.8038643598556519,0
fall-01,13,0.6379062533378601,0.2618749737739563,0.9273582100868225,0.6844062805175781,0.31612494587898254,0.8979859352111816,0.6146562695503235,0.31612494587898254,0.9115453958511353,0.7018437385559082,0.3858749568462372,0.853564977645874,0.5914062261581421,0.3936249613761902,0.8648395538330078,0.7076562643051147,0.4478749632835388,0.8622190356254578,0.5797812342643738,0.4556249678134918,0.8474777936935425,0.6785937547683716,0.4633749723434448,0.8110628724098206,0.6320937871932983,0.4633749723434448,0.8097880482673645,0.6844062805175781,0.5641249418258667,0.8754497170448303,0.6437187790870667,0.5641249418258667,0.8598904609680176,0.6844062805175781,0.6493749618530273,0.8731676340103149,0.6437187790870667,0.6493749618530273,0.8630834221839905,0
fall-01,14,0.6367968916893005,0.25744789838790894,0.9324585199356079,0.6846094131469727,0.31322914361953735,0.8906894326210022,0.6128906011581421,0.3211979269981384,0.9061057567596436,0.7025390863418579,0.38494789600372314,0.860576331615448,0.5949609875679016,0.39291664958000183,0.9018929600715637,0.7025390863418579,0.44869792461395264,0.8720628619194031,0.5830078125,0.45666664838790894,0.8927023410797119,0.6786328554153442,0.4646354019641876,0.8060805797576904,0.6308203339576721,0.4646354019641876,0.8152272701263428,0.6846094131469727,0.5602604746818542,0.8656308054924011,0.642773449420929,0.5602604746818542,0.8657004833221436,0.6786328554153442,0.6558854579925537,0.8770164847373962,0.6487500071525574,0.6479166746139526,0.858198344707489,0
